lv1_code,product_class_name,name,status,brand,attribute.saya_2_ways.boolean,attribute.saya_4_ways.boolean,attribute.cup_size.single_option,attribute.delivery_returns.text,attribute.deliveryreturns.html,attribute.description.html,attribute.fabric_care.html,attribute.online_description.html,attribute.online_name.string,attribute.page_description.text,attribute.keywords.string,attribute.page_url.string,attribute.size_fit.text,attribute.tax_class.string,attribute.short_description.html,attribute.country_of_origin.string,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_fabric_content.string,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
2192sft01,3 Level Product Style,2192SFT01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>TOOCOOL FORSCHOOL</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Fixed triangle top<br/>With removable pads<br/>Adjustable at shoulders and back<br/>Medium coverage at front<br/>Made in Colombia</p>,TOOCOOL FORSCHOOL,"Fixed triangle top
With removable pads
Adjustable at shoulders and back
Medium coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>TOOCOOL FORSCHOOL</h4>,,active,2018,61.12.41.00.00,2192sft01_amarillo
2193sfa01,3 Level Product Style,2193SFA01,active,Maaji,0,1,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>IN YOUR DREAMS</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 Ways top (wear it to back and front)<br/>Bralette top<br/>Removable soft pads<br/>Lace up and tie string<br/>Full coverage at front<br/>Made in Colombia</p>,IN YOUR DREAMS,"Reversible
4 Ways top (wear it to back and front)
Bralette top
Removable soft pads
Lace up and tie string 
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>IN YOUR DREAMS</h4>,,active,2018,61.12.41.00.00,2193sfa01_cafe
2195sra01,3 Level Product Style,2195SRA01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>HIGH FIVE</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Long sleeve rashguard<br/>Round neckline<br/>UV protection<br/>Made in Colombia</p>,HIGH FIVE,"Long sleeve rashguard
Round neckline
UV protection
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>HIGH FIVE</h4>,,active,2018,61.10.30.90.00,2195sra01_azul
2196slt01,3 Level Product Style,2196SLT01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>NARLY DUDE</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Long line triangle top<br/>Removable soft pads<br/>Adjustable shoulder straps<br/>Made in Colombia</p>,NARLY DUDE,"Reversible 
Long line triangle top
Removable soft pads
Adjustable shoulder straps
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>NARLY DUDE</h4>,,active,2018,61.12.41.00.00,2196slt01_azul
3012sfh06,3 Level Product Style,3012SFH06,active,Maaji,0,1,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>CRYSTAL azul ALLURE</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>4 ways top (wear it to back and front)<br/>Halter top<br/>Lace up with tie strings<br/>Removable soft pads<br/>Full coverage at front<br/>Made in Colombia</p>,CRYSTAL azul ALLURE,"Reversible
4 ways top (wear it to back and front)
Halter top
Lace up with tie strings
Removable Soft Pads
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>CRYSTAL azul ALLURE</h4>,,active,2018,61.12.41.00.00,3012sfh06_azul
3042sfh04,3 Level Product Style,3042SFH04,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>SHIMMERING CHESTNUT VALLEY</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Fixed Halter top<br/>Removable soft pads<br/>Pullover<br/>Fixed criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>,SHIMMERING CHESTNUT VALLEY,"Reversible
Fixed Halter top
Removable soft pads
Pullover
Fixed criss cross back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>SHIMMERING CHESTNUT VALLEY</h4>,,active,2018,61.12.41.00.00,3042sfh04_cafe
3061ssp02,3 Level Product Style,3061SSP02,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>CRYSTAL azul PORTO</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Bralette top<br/>Removable soft pads<br/>Pullover<br/>Fixed criss cross back<br/>Full coverage at front<br/>Made in Colombia</p>,CRYSTAL azul PORTO,"Reversible
Bralette top
Removable soft pads
Pullover
Fixed criss cross back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>CRYSTAL azul PORTO</h4>,,active,2018,61.12.41.00.00,3061ssp02_azul
3062sba02,3 Level Product Style,3062SBA02,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>MELLOW amarillo RUCHED</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Smocked bandeau top<br/>Removable soft pads<br/>Removable shoulder straps<br/>Made in Colombia</p>,MELLOW amarillo RUCHED,"Reversible 
Smocked bandeau top
Removable soft pads
Removable shoulder straps
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>MELLOW amarillo RUCHED</h4>,,active,2018,61.12.41.00.00,3062sba02_amarillo
3063sbr03,3 Level Product Style,3063SBR03,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>SHIMMERING CHESTNUT DUNES</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Bralette top<br/>Removable soft pads<br/>Lace up with tie strings<br/>Full coverage at front<br/>Made in Colombia</p>,SHIMMERING CHESTNUT DUNES,"Reversible
Bralette top
Removable soft pads
Lace up with tie strings
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>SHIMMERING CHESTNUT DUNES</h4>,,active,2018,61.12.41.00.00,3063sbr03_cafe
3071sse01,3 Level Product Style,3071SSE01,active,Maaji,0,0,,,"<p><b>Delivery</b>
<br/>FREE POSTAGE within COLOMBIA for orders over COP $250.000. Orders under COP $250.000 will incur a shipping fee. Delivery times are dependent on your location but are typically 2-3 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
</p><b>Returns</b>
<br/>Returns and exchanges are accepted on merchandise within 30 days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",<h4>MELLOW amarillo FLASHBACK</h4>,<p>Cold hand wash<br/>Always rinse to remove salt or chlorine<br/>Dry in the shade<br/>Dry flat<br/>Avoid rough surfaces</p>,<p>Reversible<br/>Sliding triangle top<br/>Removable soft pads<br/>Adjustable at back<br/>Full coverage at front<br/>Made in Colombia</p>,MELLOW amarillo FLASHBACK,"Reversible
Sliding triangle top
Removable soft pads
Adjustable at back
Full coverage at front
Made in Colombia",,,Our model wears a Colombian size S,,,Colombia,HIGH SUMMER 2018,COLOMBIA,,,,<h4>MELLOW amarillo FLASHBACK</h4>,,active,2018,61.12.41.00.00,3071sse01_amarillo
