lv1_code,product_class_name,name,status,brand,attribute.saya_2_ways.boolean,attribute.saya_4_ways.boolean,attribute.cup_size.single_option,attribute.delivery_returns.text,attribute.deliveryreturns.html,attribute.description.html,attribute.fabric_care.html,attribute.online_description.html,attribute.online_name.string,attribute.page_description.text,attribute.keywords.string,attribute.page_url.string,attribute.size_fit.text,attribute.tax_class.string,attribute.short_description.html,attribute.country_of_origin.string,attribute.saya_collection.single_option,attribute.saya_country.single_option,attribute.saya_fabric_content.string,attribute.saya_group.single_option,attribute.saya_line.single_option,attribute.saya_long_description.html,attribute.saya_product_department.single_option,attribute.saya_product_status.string,attribute.saya_season.single_option,attribute.saya_tariff_code.string,variation_children_code
1038tsl02,3 Level Product Style,1038TSL02,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",THE WANDERERS,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Embroidery short: Embroidered front, solid back with adjustable drawstring<br/>Premium fabric with luxurious touch</p>  ",THE WANDERERS,"Embroidery Short: Embroidered Front, Solid Back With Adjustable Drawstring.  Premium Fabric With Luxurious Touch.  ",,,Our model wears a Colombian size M,,,Colombia,SUMMER 2018,COLOMBIA,,,,THE WANDERERS,,active,2018,62.03.43.00.10,1038tsl02_verde
1372csh02,3 Level Product Style,1372CSH02,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",WHITE - SAND,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Shorts<br/>Elastic waistband</p>,WHITE - SAND,"Shorts
Elastic Waistband",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,WHITE - SAND,,active,2018,61.04.63.00.00,1372csh02_blanco
1422csd04,3 Level Product Style,1422CSD04,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",BRILLIANT CACTUS,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,"<p>Short dress<br/>""V"" neckline<br/>Sleeveless<br/>Fixed straps</p>",BRILLIANT CACTUS,"Short Dress
""V"" Neckline
Sleeveless
Fixed Straps",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,BRILLIANT CACTUS,,active,2018,61.04.63.00.01,1422csd04_morado
1438csd05,3 Level Product Style,1438CSD05,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",CORAL TREASURES,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Short dress<br/>Smocked waistband<br/>Stitch detail at strings<br/>Lantern 3/4 Sleeve</p>,CORAL TREASURES,"Short Dress
Smocked Waistband 
Stitch Detail At Strings 
Lantern 3/4 Sleeve",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,CORAL TREASURES,,active,2018,62.04.44.00.00,1438csd05_rojo
1442csh05,3 Level Product Style,1442CSH05,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",EPIC SUNSET,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Shorts<br/>Smocked waistband at back<br>/>Ruffle details at sides</p>,EPIC SUNSET,"Shorts
Smocked Waistband At Back 
Ruffle Details At Sides",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,EPIC SUNSET,,active,2018,61.04.63.00.00,1442csh05_morado
1442csh06,3 Level Product Style,1442CSH06,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",SAILING SHIPS,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Shorts<br/>Smocked waistband at back<br>/>Ruffle details at sides</p>,SAILING SHIPS,"Shorts
Smocked Waistband At Back 
Ruffle Details At Sides",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,SAILING SHIPS,,active,2018,61.04.63.00.01,1442csh06_azul
1446ckl01,3 Level Product Style,1446CKL01,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",GAZING AT BEATIFUL,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Long skirt<br/>Adjustables strings<br/>Opened at front</p>,GAZING AT BEATIFUL,"Long Skirt 
Adjustables Strings
Opened At Front",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,GAZING AT BEATIFUL,,active,2018,61.04.53.00.00,1446ckl01_azul
1461csd03,3 Level Product Style,1461CSD03,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",RAINBOW LAKE,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Short dress<br/>Sleeveless<br/>Elastic below the cups and back<br/>Adjustable straps</p>,RAINBOW LAKE,"Short Dress
Sleeveless
Elastic Below The Cups  And Back 
Adjustable Straps ",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,RAINBOW LAKE,,active,2018,62.04.44.00.00,1461csd03_azul
1461csd04,3 Level Product Style,1461CSD04,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",NO REGRETS,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Short dress<br/>Sleeveless<br/>Elastic below the cups and back<br/>Adjustable straps</p>,NO REGRETS,"Short Dress
Sleeveless
Elastic Below The Cups  And Back 
Adjustable Straps ",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,NO REGRETS,,active,2018,62.04.44.00.01,1461csd04_morado
1468cpa03,3 Level Product Style,1468CPA03,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",SUNSHINE VALLEY,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Palazzo pants<br/>Side pockets<br/>Smocked waistband at back</p>,SUNSHINE VALLEY,"Palazzo Pants 
Side Pockets 
Smocked Waistband At Back",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,SUNSHINE VALLEY,,active,2018,62.04.69.00.00,1468cpa03_rojo
1469cks04,3 Level Product Style,1469CKS04,active,Maaji,,,,,"<p align=""justify""><b>Delivery</b>
<br>FREE POSTAGE within COLOMBIA for orders over COP$250.000. Delivery times are dependent on your location but are typically 5-10 working days. Regional areas outside of metro areas, typically add an additional day to delivery estimates.</p>
<br/>
<p align=""justify""><b>Returns</b>
<br>Returns and exchanges are accepted on merchandise within 30 
days of receipt. The product must be returned in original condition. Worn, washed or otherwise used products will not be accepted. All products must also have the original tags and hygienic protection sticker intact. Original shipping charges will not be refunded unless the return items are deemed defective. Our Returns Policy is in addition to your rights under the Colombian Consumer Law.</p>",EXOTIC VOYAGE,<p>Do not machine wash at high temperatures<br/>Do not dry clean<br/>Do not wring<br/>Wash upside down<br/>Do not bleach<br/>Do not use hot water<br/>Do not use vinegar</p>,<p>Short skirt<br/>Smocked waistband<br/>Side pockets</p>,EXOTIC VOYAGE,"Short Skirt 
Smocked Waistband 
Side Pockets",,,Our model wears a Colombian size S,,,Colombia,SUMMER 2018,COLOMBIA,,,,EXOTIC VOYAGE,,active,2018,62.04.69.00.01,1469cks04_morado
